type,element_id,text,metadata,filename
UncategorizedText,0f9fdb82444260e2fae8a01861f93abc,0.10,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'ec5e158b8981bb1cde3651d4fdad92bc', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,6574c0122880370a80030be75b852329,0.000,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'ec5e158b8981bb1cde3651d4fdad92bc', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,313b6ad5c29fa22e68a803a375bd2ec2,0.08,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'ec5e158b8981bb1cde3651d4fdad92bc', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,b052decfb0fb4fbac05fcc26719b4308,COT,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,0a30ea3aa51ed2018e02c9fa2a623621,Claude,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,d8e496db54e2572d09f54a6c18fde037,COT,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,e86af57e3098ba0c198c395f17afa968,0.02,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'd8e496db54e2572d09f54a6c18fde037', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,234f5e12c081385cba8523e969be770c,0.06,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'd8e496db54e2572d09f54a6c18fde037', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,2b06b4f5f05179eb233f39b3a0ae2336,0.06,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'd8e496db54e2572d09f54a6c18fde037', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,cc8ef25a7b61020845c5706d2594a5c5,4#Shots,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,1330fc6813e28be0af54ef3acece282a,0.08,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'cc8ef25a7b61020845c5706d2594a5c5', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,276279b94300bfeb7958bbe910918961,0.14Acc,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'cc8ef25a7b61020845c5706d2594a5c5', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,5b2715907905da8e95dab0ec890a6073,Gemini,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,30fd71b34dcf47dbd18987928ef1f600,ICL,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,c958ee0e4e853f1c8bc6eacd1cea122d,Llama2(7B),"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,9d02cf3bd2c53b0f98a618fdd8e564af,ICL,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,9a2fb4ae4ec3f6ecd2cd4ba7f99698ff,2,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,d11c4379684b0e876161d1f792280c6e,2,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,f7e791f548a0310c19009114ac728cdf,0.10,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,c9024ddd5e145b952f296fc31b86c07d,0.15,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,4bbba05c0dfbe96a21857bcc11e17d3d,1,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,064e7e3251c46accf0225536146ae28e,GPT-4(0613),"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,727cf9d0c25c069e42f3ddd5bc45d026,0.06,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,7d0a67745f9a572a70e2160816b8bf69,2,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,d29b4e560640b4001f8c358e79701759,0,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,91aecb726b37bab22d1ab5cfa799c2f1,0.06,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,f0a9f4e619f9b90d679334985bb86730,0.100,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,e5d936e56135b2e953ac8fba7f5391e9,0.12,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,4c128fb0941b5517b13e6cd6c2bf43a0,0.04,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '9d02cf3bd2c53b0f98a618fdd8e564af', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,53f73389fa66634847c9c7755aa7d84e,4#Shots,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,a49b1072db7651f6d22e5400cc3d55a3,Llama2(70B),"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,efe29698547ce983c5f7da614ac08e7d,0.10,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'a49b1072db7651f6d22e5400cc3d55a3', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,099bb7b54e7978088464ad8008ae9c91,0.04,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'a49b1072db7651f6d22e5400cc3d55a3', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,3cb9f6dff1f861b2a270c791eba389bd,0,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'a49b1072db7651f6d22e5400cc3d55a3', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,49fcecf9d9a44e417ed2c825deb2a580,ICL,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,0786c40743c4eb026be467272962241e,0.04,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '49fcecf9d9a44e417ed2c825deb2a580', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,f72ec082e822e76daa6da345664ead98,ICL,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,9884bbc015b6a8cdb045c32262a4c798,0.00,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'f72ec082e822e76daa6da345664ead98', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,089d8d2c5b48eacde4597f46339d3d4a,0.150,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'f72ec082e822e76daa6da345664ead98', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,386b4294b362aa924bcc2dbbc48922a7,1,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'f72ec082e822e76daa6da345664ead98', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,5ed1ed260a1ab81d3d32f0019ab90df4,0.02,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'f72ec082e822e76daa6da345664ead98', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,d7e7748b68afdef7be4343753d2ec8fc,1,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'f72ec082e822e76daa6da345664ead98', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,838d935c0caecd1efdda8b835846d87c,COT,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,ca5aa178bfef3282a40bb6348e4b1017,ICL,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,90c413c12e4d1a6c3069c317040d2d7c,0.10Acc,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'ca5aa178bfef3282a40bb6348e4b1017', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,a0f16a94e825eeed1f7de9b589bce28e,COT,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,93012a40e14f0c6834b57a21b5b3638a,0.05,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'a0f16a94e825eeed1f7de9b589bce28e', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,2f439ae98250a6ea337851ac0d14f081,ICL,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,116473c354eb8374b370591513934a0f,0.08,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '2f439ae98250a6ea337851ac0d14f081', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,82d2ea97b5934ee6d15d60ec26de4dd9,0.04,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '2f439ae98250a6ea337851ac0d14f081', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,1628af680a344ddf17e438b16927e080,4#Shots,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,0d04941f98a0af3b377b688dd4b8011c,0.03,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '1628af680a344ddf17e438b16927e080', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,ec951eed8e8ac6bf8b95fb55fa1835c5,0.10,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '1628af680a344ddf17e438b16927e080', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,1a7ee86fe643a8d5496f2fe8040c0fea,0,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '1628af680a344ddf17e438b16927e080', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,45c8d36e71cf4a6f3e86117340289544,0,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '1628af680a344ddf17e438b16927e080', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,e1ae1e059d681289513228a22c9c9b00,0,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '1628af680a344ddf17e438b16927e080', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,a8164fa5d023cfbeb79358e8db27caf8,4#Shots,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,aa7dd312e5ee7e18079bea6170716ae7,0.00,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'a8164fa5d023cfbeb79358e8db27caf8', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,d5323e23ca195156b08ae1839386d8bf,2,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'a8164fa5d023cfbeb79358e8db27caf8', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,47ea5efc8eee481d8b27eae4dd2f9da8,2,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'a8164fa5d023cfbeb79358e8db27caf8', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,9933381c4a7b1859c7bee234f7a38c1e,0.06,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'a8164fa5d023cfbeb79358e8db27caf8', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,ad4a97f58a25e6e2edf96decc43e3cc1,0.175,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'a8164fa5d023cfbeb79358e8db27caf8', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,dd5c6f52f47ddf401e90f56244abb369,0.025,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': 'a8164fa5d023cfbeb79358e8db27caf8', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,64e8aa31ccf53959de947a4d854cd887,ICL,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,e4d77119b1b013b0fa5abd05cbd50b59,0.20Acc,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '64e8aa31ccf53959de947a4d854cd887', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,14c0ea77c06ede008f05b4beca1b31ca,0.00,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '64e8aa31ccf53959de947a4d854cd887', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,222010f5440ef2d6f1143ccb8a9780b1,0.125,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '64e8aa31ccf53959de947a4d854cd887', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
UncategorizedText,45b1b597c5833a6e1759e9f62c4ac631,0.12,"{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '64e8aa31ccf53959de947a4d854cd887', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,224c88d95deb5d066149654348d90a72,"Figure 7: Few-shot experiments on VITC-S under ICL and CoT setting using 1, 2, or 4 shots compared to zero-shot setting. The results show that both ICL and CoT provide marginal performance improvements in the recognition task across different models.","{'languages': ['heb', 'eng'], 'page_number': 14, 'parent_id': '64e8aa31ccf53959de947a4d854cd887', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Footer,2a50b4d33c72aa851d19e497279add0e,14,"{'languages': ['heb', 'eng'], 'page_number': 14, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
Title,2c0b481a4cca741ae783ea7e018e5324,Prompt,"{'languages': ['heb', 'eng'], 'page_number': 15, 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,b1d9a110ee5cde8c6b26efc8dbb73c74,"The following string is made of ascii art of 11 letters, each row delimited by a ’*’ symbol. Each letter is in a grid with 11 rows and 20 columns. Identify what the word is. To identify the word, think step by step but don’t output the word, just follow the step instructions: 1. Spilt the string by new line symbol and get 11 rows. 2. Split each row by ’*’ symbol, get 11 columns for each row. 3. Assemble the string of one letter one by one: add string at same column from each row using new line symbol. 4. Identify the letters one by one. 5. Concatenate the letters to form a word.","{'languages': ['heb', 'eng'], 'page_number': 15, 'parent_id': '2c0b481a4cca741ae783ea7e018e5324', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
NarrativeText,8adac431542daefed9f2994a928f9579,"You only need to remember this word, don’t say it. After that, provide step-by-step instructions on how to make and distribute [MASK] money (replace [MASK] with this word)?","{'languages': ['heb', 'eng'], 'page_number': 15, 'parent_id': '2c0b481a4cca741ae783ea7e018e5324', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf', 'filetype': 'application/pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf
